epoch,train_acc,train_loss,test_acc
0,87.74814814814815,0.4570295295150192,99.68333338216146
1,99.90866666666666,0.3193146700929712,99.982
2,99.98755555555556,0.31502020319302876,99.99333333333334
3,99.99348148148148,0.31420346227398627,99.99533333333333
4,99.99496296296296,0.31388958734936184,99.99533333333333
5,99.99592592592593,0.3137297362115648,99.996
6,99.9962962962963,0.31363455787941263,99.996
7,99.99644444444445,0.3135723352485233,99.996
8,99.99666666666667,0.31352885997383684,99.996
9,99.99674074074075,0.3134969146781498,99.996
