epoch,train_acc,train_loss,test_acc
0,88.5552592606156,0.450848329422209,92.78666666666666
1,94.52925926106771,0.38136620017510875,95.98400001627604
2,96.78962963143807,0.35662063496201124,97.52600006103516
3,97.89874074028863,0.3433265829563141,98.31466671142579
4,98.48777778094257,0.3355847821995064,98.71800004882813
5,98.83214814769603,0.3307628690542998,98.9813333577474
6,99.07422222357856,0.32741227278532803,99.17266671956381
7,99.24644444760924,0.32500338068361634,99.32000001627604
8,99.37614815221716,0.32315789511998494,99.42866669514974
9,99.47866666711877,0.3217254798800857,99.52800006917317
