epoch,train_acc,train_loss,test_acc
0,78.9340740749783,0.5330357065465715,99.55666669921875
1,99.93703703703704,0.32049990006729406,99.974
2,99.97437037037037,0.314810022382383,99.976
3,99.97437037037037,0.3141748353463632,99.976
4,99.97437037037037,0.31394711340091846,99.976
5,99.97437037037037,0.3138333492844193,99.976
6,99.97437037037037,0.3137662218394103,99.976
7,99.97437037037037,0.31372239319130224,99.976
8,99.97437037037037,0.3136917677949976,99.976
9,99.97437037037037,0.3136692870387325,99.976
