epoch,train_acc,train_loss,test_acc
0,83.66525926242404,0.48943086560214005,99.43666671142579
1,99.83874074074075,0.32122257506935686,99.95133334554036
2,99.95718518789786,0.315279222924621,99.97733333333333
3,99.97362962962963,0.3143313090448026,99.98533333333333
4,99.9922962962963,0.3139183749145932,99.99266666666666
5,99.99474074074074,0.31373761575310316,99.99533333333333
6,99.99525925925926,0.313636417666188,99.996
7,99.99562962962963,0.31357100610203215,99.996
8,99.99607407678674,0.3135256769268601,99.996
9,99.99637037037037,0.3134924636028431,99.996
