epoch,train_acc,train_loss,test_acc
0,93.64162963098596,0.37618321117471765,93.84466669514974
1,93.77385185139974,0.37552290095223323,93.84466669514974
2,93.77385185185186,0.37552290112000924,93.84466669514974
3,93.77385185139974,0.37552289985550774,93.84466669514974
4,93.77385185411241,0.3755229018440953,93.84466669514974
5,93.77385185592087,0.3755229013601939,93.84466669514974
6,93.77385185275608,0.37552290076679656,93.84466669514974
7,93.77385185592087,0.3755229011871197,93.84466669514974
8,93.77385185411241,0.3755229012189088,93.84466669514974
9,93.77385185275608,0.37552290193593063,93.84466669514974
10,93.77385185275608,0.37552290076679656,93.84466669514974
11,93.77385185275608,0.37552290025817026,93.84466669514974
12,93.77385185411241,0.3755229015050111,93.84466669514974
13,93.77385185185186,0.3755229037161227,93.84466669514974
14,93.77385185320819,0.37552291145148103,93.84466669514974
15,93.7738518536603,0.37552293117311264,93.84466669514974
16,93.77385185456453,0.3755229757662173,93.84466669514974
17,93.77385185501664,0.37552357585341845,93.84466669514974
18,93.77385185592087,0.37552476263399476,93.84466669514974
19,93.77385185275608,0.3755256370915307,93.84466669514974
19,93.77385185275608,0.3755256370915307,93.84466669514974
