epoch,train_acc,train_loss,test_acc
0,85.74266667073567,0.46759936906496685,98.57466671549479
1,99.66592592592593,0.3233751863974112,99.94466666666666
2,99.97407407407407,0.3153357374191284,99.98666666666666
3,99.98851852123119,0.31427829528208134,99.99066666666667
4,99.99155555555555,0.31391672482667143,99.992
5,99.99266666666666,0.3137430476276963,99.99333333333334
6,99.99362962962962,0.31364361600875856,99.99466666666666
7,99.99385185185186,0.3135805904388428,99.99466666666666
8,99.99414814814814,0.3135372493655593,99.99466666666666
9,99.99422222222222,0.31350611313890525,99.99466666666666
