epoch,train_acc,train_loss,test_acc
0,96.12437037443938,0.35627229899830287,99.57466668701171
1,99.55,0.3186284954795131,99.57133336588542
2,99.54903704020182,0.31807848745805245,99.57133336588542
3,99.54903704065393,0.31795121199819776,99.57133336588542
4,99.54940740876374,0.3178938291373076,99.57200003255208
5,99.54985185546875,0.3178603877791652,99.57266669921874
6,99.550222225387,0.3178378754421517,99.57333336588542
7,99.55096296341507,0.31782121913697986,99.57466669921875
8,99.55177777913411,0.31780808929867216,99.57800003255208
9,99.55237037443938,0.31779731992438986,99.57800003255208
