epoch,train_acc,train_loss,test_acc
0,80.65192592592592,0.5070857345598715,95.03866667480469
1,99.15562962962963,0.33218259097381875,99.95666666666666
2,99.96992592592592,0.31561502846788475,99.97666666666667
3,99.97607407407408,0.3144004751717603,99.97733333333333
4,99.97696296296296,0.31404169169531926,99.978
5,99.97711111111111,0.3138783517925828,99.978
6,99.97718518789786,0.31378700381561564,99.978
7,99.97718518518519,0.31372952291700573,99.978
8,99.97718518789786,0.313690401702457,99.978
9,99.97718518518519,0.313662204890781,99.978
10,99.97725926197194,0.3136410587240148,99.978
11,99.97725925925926,0.3136246723793171,99.978
12,99.97725925925926,0.31361166367707427,99.978
13,99.97725925925926,0.3136010762709158,99.978
14,99.97733333333333,0.31359235220132053,99.978
15,99.97733333333333,0.3135850374504372,99.978
16,99.97733333333333,0.31357884802465086,99.978
17,99.977333336046,0.3135735348083355,99.978
18,99.97733333333333,0.313568942617487,99.978
19,99.97733333333333,0.3135649366007911,99.978
20,99.97733333333333,0.313561414526127,99.978
21,99.977333336046,0.31355830508161475,99.978
22,99.977333336046,0.3135555442174276,99.978
23,99.97733333333333,0.3135530716896057,99.978
24,99.97733333333333,0.3135508531393828,99.978
25,99.97733333333333,0.31354886018435163,99.978
26,99.977333336046,0.3135470450772179,99.978
