epoch,train_acc,train_loss,test_acc
0,89.04318518518518,0.4398587151262495,97.93133333740235
1,99.24133333333333,0.3279580727506567,99.84133340657552
2,99.9337037037037,0.31645314201249014,99.9713333577474
3,99.98311111111111,0.31460724117137767,99.982
4,99.99014814814815,0.314077993495376,99.992
5,99.99266666666666,0.3138374833672135,99.994
6,99.9934074074074,0.31370267860977735,99.994
7,99.99437037037038,0.31361674924603217,99.99533333333333
8,99.99525925925926,0.3135579283484706,99.996
9,99.9962962962963,0.31351578405874747,99.996
