epoch,train_acc,train_loss,test_acc
0,79.20600000090423,0.5399513754491453,88.71733333740234
1,91.67318518834998,0.41874108348069367,93.7646666788737
2,95.01266666983145,0.3786924896010646,95.99466669514975
3,96.61525926242405,0.3589408496150264,97.198
4,97.55762962962963,0.34727763457474886,97.9453333577474
5,98.1960000036169,0.3394220656659868,98.45800003255208
6,98.63340740876374,0.33382940111690096,98.83000003662109
7,98.95548148464627,0.3296921461299614,99.10533334554036
8,99.19651851987486,0.32660498748178834,99.31866673177083
9,99.36740740876374,0.3243196711593204,99.46266668294271
