epoch,train_acc,train_loss,test_acc
0,84.22740741147642,0.4890406525241004,91.47400001220703
1,94.27918518518518,0.3900851889645612,96.07000002441406
2,96.94785185139973,0.3580155533808249,97.68400004475912
3,98.18385185230396,0.34225533785820006,98.5126667195638
4,98.84081481662326,0.33352351452332957,99.01933339029948
5,99.1731851856373,0.3284386304590437,99.26000000813802
6,99.36925926287616,0.3252159061661473,99.40733340657552
7,99.49718518608941,0.3229944577499672,99.52000004882812
8,99.59244444715712,0.3213461296116864,99.61200004882812
9,99.6614074105722,0.32013446320957606,99.6746667154948
