epoch,train_acc,train_loss,test_acc
0,90.8228888929579,0.4050153294104117,90.81200006917318
1,90.87881481617116,0.4044732894014429,90.81200006917318
2,90.87881481481482,0.4044732882270107,90.81200006917318
3,90.87881481526692,0.40447328734751103,90.81200006917318
4,90.8788148143627,0.404473289320204,90.81200006917318
5,90.8788148179796,0.4044732912575757,90.81200006917318
6,90.87881481481482,0.4044732885925858,90.81200006917318
7,90.87881481707538,0.4044732883894885,90.81200006917318
8,90.8788148184317,0.404473288735637,90.81200006917318
9,90.87881481662326,0.4044732884618971,90.81200006917318
9,90.87881481662326,0.4044732884618971,90.81200006917318
