epoch,train_acc,train_loss,test_acc
0,83.90533333514178,0.47292415361051204,84.43000000406902
1,84.41874074435763,0.4690736570481901,84.43000000406902
2,84.41874074028863,0.46901173679740343,84.43000000406902
3,84.41874074028863,0.4688845795225214,84.43000000406902
4,84.41874074164497,0.4634564483042117,84.43000000406902
5,86.76088888888889,0.4248467350006104,92.25933337402344
6,95.09696296612775,0.37056624868710836,99.44066671142578
7,99.7762222249349,0.32089160187685933,99.89733334554036
8,99.92266666937934,0.3156943740420871,99.94533333333334
9,99.96029629629629,0.3145950949368653,99.97133333333333
