epoch,train_acc,train_loss,test_acc
0,58.99755555645978,0.7230082066853841,58.98200001017253
1,59.020592593044704,0.723055992324264,58.98200001017253
2,59.020592594401045,0.723055988823926,58.98200001017253
3,59.020592593044704,0.723055989406727,58.98200001017253
4,59.020592594401045,0.7230559825826575,58.98200001017253
5,59.020592594853156,0.7230559657344112,58.98200001017253
6,59.020592593496815,0.7230559288660685,58.98200001017253
7,59.020592594853156,0.7230552665887056,58.98200001017253
8,74.38703703974971,0.5681650382165555,99.71000001220703
9,99.8925185212312,0.315059861947872,99.94066666666667
9,99.8925185212312,0.315059861947872,99.94066666666667
